,meter,date_time,consumption,max_demand,min_demand,avg_demand
32,1-014,05/24/2019 08:45:00 PM,0.0,0.0,0.0,0.0
33,1-014,05/24/2019 09:00:00 PM,0.0,0.0,0.0,0.0
34,1-014,05/24/2019 09:15:00 PM,0.0,0.0,0.0,0.0
35,1-014,05/24/2019 09:30:00 PM,0.0,0.0,0.0,0.0
36,1-014,05/24/2019 09:45:00 PM,0.0,0.0,0.0,0.0
37,1-014,05/24/2019 10:00:00 PM,0.0,0.0,0.0,0.0
38,1-014,05/24/2019 10:15:00 PM,0.0,0.0,0.0,0.0
39,1-014,05/24/2019 10:30:00 PM,0.0,0.0,0.0,0.0
40,1-014,05/24/2019 10:45:00 PM,0.0,0.0,0.0,0.0
41,1-014,05/24/2019 11:00:00 PM,0.0,0.0,0.0,0.0
42,1-014,05/24/2019 11:15:00 PM,0.0,0.0,0.0,0.0
43,1-014,05/24/2019 11:30:00 PM,0.0,0.0,0.0,0.0
44,1-014,05/24/2019 11:45:00 PM,0.0,0.0,0.0,0.0
45,1-014,05/25/2019 12:00:00 AM,0.0,0.0,0.0,0.0
46,1-014,05/25/2019 12:15:00 AM,0.0,0.0,0.0,0.0
47,1-014,05/25/2019 12:30:00 AM,0.0,0.0,0.0,0.0
48,1-014,05/25/2019 12:45:00 AM,0.0,0.0,0.0,0.0
49,1-014,05/25/2019 01:00:00 AM,0.0,0.0,0.0,0.0
50,1-014,05/25/2019 01:15:00 AM,0.0,0.0,0.0,0.0
51,1-014,05/25/2019 01:30:00 AM,0.0,0.0,0.0,0.0
52,1-014,05/25/2019 01:45:00 AM,0.0,0.0,0.0,0.0
53,1-014,05/25/2019 02:00:00 AM,0.0,0.0,0.0,0.0
54,1-014,05/25/2019 02:15:00 AM,0.0,0.0,0.0,0.0
55,1-014,05/25/2019 02:30:00 AM,0.0,0.0,0.0,0.0
56,1-014,05/25/2019 02:45:00 AM,0.0,0.0,0.0,0.0
57,1-014,05/25/2019 03:00:00 AM,0.0,0.0,0.0,0.0
58,1-014,05/25/2019 03:15:00 AM,0.0,0.0,0.0,0.0
59,1-014,05/25/2019 03:30:00 AM,0.0,0.0,0.0,0.0
60,1-014,05/25/2019 03:45:00 AM,0.0,0.0,0.0,0.0
61,1-014,05/25/2019 04:00:00 AM,0.0,0.0,0.0,0.0
62,1-014,05/25/2019 04:15:00 AM,0.0,0.0,0.0,0.0
63,1-014,05/25/2019 04:30:00 AM,0.0,0.0,0.0,0.0
64,1-014,05/25/2019 04:45:00 AM,0.0,0.0,0.0,0.0
65,1-014,05/25/2019 05:00:00 AM,0.0,0.0,0.0,0.0
66,1-014,05/25/2019 05:15:00 AM,0.0,0.0,0.0,0.0
67,1-014,05/25/2019 05:30:00 AM,0.0,0.0,0.0,0.0
68,1-014,05/25/2019 05:45:00 AM,0.0,0.0,0.0,0.0
69,1-014,05/25/2019 06:00:00 AM,0.0,0.0,0.0,0.0
70,1-014,05/25/2019 06:15:00 AM,0.0,0.0,0.0,0.0
71,1-014,05/25/2019 06:30:00 AM,0.0,0.0,0.0,0.0
72,1-014,05/25/2019 06:45:00 AM,0.0,0.0,0.0,0.0
73,1-014,05/25/2019 07:00:00 AM,0.0,0.0,0.0,0.0
74,1-014,05/25/2019 07:15:00 AM,0.0,0.0,0.0,0.0
75,1-014,05/25/2019 07:30:00 AM,0.0,0.0,0.0,0.0
76,1-014,05/25/2019 07:45:00 AM,0.0,0.0,0.0,0.0
77,1-014,05/25/2019 08:00:00 AM,0.0,0.0,0.0,0.0
78,1-014,05/25/2019 08:15:00 AM,0.0,0.0,0.0,0.0
79,1-014,05/25/2019 08:30:00 AM,0.0,0.0,0.0,0.0
80,1-014,05/25/2019 08:45:00 AM,0.0,0.0,0.0,0.0
81,1-014,05/25/2019 09:00:00 AM,0.0,0.0,0.0,0.0
82,1-014,05/25/2019 09:15:00 AM,0.0,0.0,0.0,0.0
83,1-014,05/25/2019 09:30:00 AM,0.0,0.0,0.0,0.0
84,1-014,05/25/2019 09:45:00 AM,0.0,0.0,0.0,0.0
85,1-014,05/25/2019 10:00:00 AM,0.0,0.0,0.0,0.0
86,1-014,05/25/2019 10:15:00 AM,0.0,0.0,0.0,0.0
87,1-014,05/25/2019 10:30:00 AM,0.0,0.0,0.0,0.0
88,1-014,05/25/2019 10:45:00 AM,0.0,0.0,0.0,0.0
89,1-014,05/25/2019 11:00:00 AM,0.0,0.0,0.0,0.0
90,1-014,05/25/2019 11:15:00 AM,0.0,0.0,0.0,0.0
91,1-014,05/25/2019 11:30:00 AM,0.0,0.0,0.0,0.0
92,1-014,05/25/2019 11:45:00 AM,0.0,0.0,0.0,0.0
93,1-014,05/25/2019 12:00:00 PM,0.0,0.0,0.0,0.0
94,1-014,05/25/2019 12:15:00 PM,0.0,0.0,0.0,0.0
95,1-014,05/25/2019 12:30:00 PM,0.0,0.0,0.0,0.0
96,1-014,05/25/2019 12:45:00 PM,0.0,0.0,0.0,0.0
97,1-014,05/25/2019 01:00:00 PM,0.0,0.0,0.0,0.0
98,1-014,05/25/2019 01:15:00 PM,0.0,0.0,0.0,0.0
99,1-014,05/25/2019 01:30:00 PM,0.0,0.0,0.0,0.0
100,1-014,05/25/2019 01:45:00 PM,0.0,0.0,0.0,0.0
101,1-014,05/25/2019 02:00:00 PM,0.0,0.0,0.0,0.0
102,1-014,05/25/2019 02:15:00 PM,0.0,0.0,0.0,0.0
103,1-014,05/25/2019 02:30:00 PM,0.0,0.0,0.0,0.0
104,1-014,05/25/2019 02:45:00 PM,0.0,0.0,0.0,0.0
105,1-014,05/25/2019 03:00:00 PM,0.0,0.0,0.0,0.0
106,1-014,05/25/2019 03:15:00 PM,0.0,0.0,0.0,0.0
107,1-014,05/25/2019 03:30:00 PM,0.0,0.0,0.0,0.0
108,1-014,05/25/2019 03:45:00 PM,0.0,0.0,0.0,0.0
109,1-014,05/25/2019 04:00:00 PM,0.0,0.0,0.0,0.0
110,1-014,05/25/2019 04:15:00 PM,0.0,0.0,0.0,0.0
111,1-014,05/25/2019 04:30:00 PM,0.0,0.0,0.0,0.0
112,1-014,05/25/2019 04:45:00 PM,0.0,0.0,0.0,0.0
113,1-014,05/25/2019 05:00:00 PM,0.0,0.0,0.0,0.0
114,1-014,05/25/2019 05:15:00 PM,0.0,0.0,0.0,0.0
115,1-014,05/25/2019 05:30:00 PM,0.0,0.0,0.0,0.0
116,1-014,05/25/2019 05:45:00 PM,0.0,0.0,0.0,0.0
117,1-014,05/25/2019 06:00:00 PM,0.0,0.0,0.0,0.0
118,1-014,05/25/2019 06:15:00 PM,0.0,0.0,0.0,0.0
119,1-014,05/25/2019 06:30:00 PM,0.0,0.0,0.0,0.0
120,1-014,05/25/2019 06:45:00 PM,0.0,0.0,0.0,0.0
121,1-014,05/25/2019 07:00:00 PM,0.0,0.0,0.0,0.0
122,1-014,05/25/2019 07:15:00 PM,0.0,0.0,0.0,0.0
123,1-014,05/25/2019 07:30:00 PM,0.0,0.0,0.0,0.0
124,1-014,05/25/2019 07:45:00 PM,0.0,0.0,0.0,0.0
125,1-014,05/25/2019 08:00:00 PM,0.0,0.0,0.0,0.0
126,1-014,05/25/2019 08:15:00 PM,0.0,0.0,0.0,0.0
127,1-014,05/25/2019 08:30:00 PM,0.0,0.0,0.0,0.0
128,1-014,05/25/2019 08:45:00 PM,0.0,0.0,0.0,0.0
129,1-014,05/25/2019 09:00:00 PM,0.0,0.0,0.0,0.0
130,1-014,05/25/2019 09:15:00 PM,0.0,0.0,0.0,0.0
131,1-014,05/25/2019 09:30:00 PM,0.0,0.0,0.0,0.0
132,1-014,05/25/2019 09:45:00 PM,0.0,0.0,0.0,0.0
133,1-014,05/25/2019 10:00:00 PM,0.0,0.0,0.0,0.0
134,1-014,05/25/2019 10:15:00 PM,0.0,0.0,0.0,0.0
135,1-014,05/25/2019 10:30:00 PM,0.0,0.0,0.0,0.0
136,1-014,05/25/2019 10:45:00 PM,0.0,0.0,0.0,0.0
137,1-014,05/25/2019 11:00:00 PM,0.0,0.0,0.0,0.0
138,1-014,05/25/2019 11:15:00 PM,0.0,0.0,0.0,0.0
139,1-014,05/25/2019 11:30:00 PM,0.0,0.0,0.0,0.0
140,1-014,05/25/2019 11:45:00 PM,0.0,0.0,0.0,0.0
141,1-014,05/26/2019 12:00:00 AM,0.0,0.0,0.0,0.0
142,1-014,05/26/2019 12:15:00 AM,0.0,0.0,0.0,0.0
143,1-014,05/26/2019 12:30:00 AM,0.0,0.0,0.0,0.0
144,1-014,05/26/2019 12:45:00 AM,0.0,0.0,0.0,0.0
145,1-014,05/26/2019 01:00:00 AM,0.0,0.0,0.0,0.0
146,1-014,05/26/2019 01:15:00 AM,0.0,0.0,0.0,0.0
147,1-014,05/26/2019 01:30:00 AM,0.0,0.0,0.0,0.0
148,1-014,05/26/2019 01:45:00 AM,0.0,0.0,0.0,0.0
149,1-014,05/26/2019 02:00:00 AM,0.0,0.0,0.0,0.0
150,1-014,05/26/2019 02:15:00 AM,0.0,0.0,0.0,0.0
151,1-014,05/26/2019 02:30:00 AM,0.0,0.0,0.0,0.0
152,1-014,05/26/2019 02:45:00 AM,0.0,0.0,0.0,0.0
153,1-014,05/26/2019 03:00:00 AM,0.0,0.0,0.0,0.0
154,1-014,05/26/2019 03:15:00 AM,0.0,0.0,0.0,0.0
155,1-014,05/26/2019 03:30:00 AM,0.0,0.0,0.0,0.0
156,1-014,05/26/2019 03:45:00 AM,0.0,0.0,0.0,0.0
157,1-014,05/26/2019 04:00:00 AM,0.0,0.0,0.0,0.0
158,1-014,05/26/2019 04:15:00 AM,0.0,0.0,0.0,0.0
159,1-014,05/26/2019 04:30:00 AM,0.0,0.0,0.0,0.0
160,1-014,05/26/2019 04:45:00 AM,0.0,0.0,0.0,0.0
161,1-014,05/26/2019 05:00:00 AM,0.0,0.0,0.0,0.0
162,1-014,05/26/2019 05:15:00 AM,0.0,0.0,0.0,0.0
163,1-014,05/26/2019 05:30:00 AM,0.0,0.0,0.0,0.0
164,1-014,05/26/2019 05:45:00 AM,0.0,0.0,0.0,0.0
165,1-014,05/26/2019 06:00:00 AM,0.0,0.0,0.0,0.0
166,1-014,05/26/2019 06:15:00 AM,0.0,0.0,0.0,0.0
167,1-014,05/26/2019 06:30:00 AM,0.0,0.0,0.0,0.0
168,1-014,05/26/2019 06:45:00 AM,0.0,0.0,0.0,0.0
169,1-014,05/26/2019 07:00:00 AM,0.0,0.0,0.0,0.0
170,1-014,05/26/2019 07:15:00 AM,0.0,0.0,0.0,0.0
171,1-014,05/26/2019 07:30:00 AM,0.0,0.0,0.0,0.0
172,1-014,05/26/2019 07:45:00 AM,0.0,0.0,0.0,0.0
173,1-014,05/26/2019 08:00:00 AM,0.0,0.0,0.0,0.0
174,1-014,05/26/2019 08:15:00 AM,0.0,0.0,0.0,0.0
175,1-014,05/26/2019 08:30:00 AM,0.0,0.0,0.0,0.0
176,1-014,05/26/2019 08:45:00 AM,0.0,0.0,0.0,0.0
177,1-014,05/26/2019 09:00:00 AM,0.0,0.0,0.0,0.0
178,1-014,05/26/2019 09:15:00 AM,0.0,0.0,0.0,0.0
179,1-014,05/26/2019 09:30:00 AM,0.0,0.0,0.0,0.0
180,1-014,05/26/2019 09:45:00 AM,0.0,0.0,0.0,0.0
181,1-014,05/26/2019 10:00:00 AM,0.0,0.0,0.0,0.0
182,1-014,05/26/2019 10:15:00 AM,0.0,0.0,0.0,0.0
183,1-014,05/26/2019 10:30:00 AM,0.0,0.0,0.0,0.0
184,1-014,05/26/2019 10:45:00 AM,0.0,0.0,0.0,0.0
185,1-014,05/26/2019 11:00:00 AM,0.0,0.0,0.0,0.0
186,1-014,05/26/2019 11:15:00 AM,0.0,0.0,0.0,0.0
187,1-014,05/26/2019 11:30:00 AM,0.0,0.0,0.0,0.0
188,1-014,05/26/2019 11:45:00 AM,0.0,0.0,0.0,0.0
189,1-014,05/26/2019 12:00:00 PM,0.0,0.0,0.0,0.0
190,1-014,05/26/2019 12:15:00 PM,0.0,0.0,0.0,0.0
191,1-014,05/26/2019 12:30:00 PM,0.0,0.0,0.0,0.0
192,1-014,05/26/2019 12:45:00 PM,0.0,0.0,0.0,0.0
193,1-014,05/26/2019 01:00:00 PM,0.0,0.0,0.0,0.0
194,1-014,05/26/2019 01:15:00 PM,0.0,0.0,0.0,0.0
195,1-014,05/26/2019 01:30:00 PM,0.0,0.0,0.0,0.0
196,1-014,05/26/2019 01:45:00 PM,0.0,0.0,0.0,0.0
197,1-014,05/26/2019 02:00:00 PM,0.0,0.0,0.0,0.0
198,1-014,05/26/2019 02:15:00 PM,0.0,0.0,0.0,0.0
199,1-014,05/26/2019 02:30:00 PM,0.0,0.0,0.0,0.0
200,1-014,05/26/2019 02:45:00 PM,0.0,0.0,0.0,0.0
201,1-014,05/26/2019 03:00:00 PM,0.0,0.0,0.0,0.0
202,1-014,05/26/2019 03:15:00 PM,0.0,0.0,0.0,0.0
203,1-014,05/26/2019 03:30:00 PM,0.0,0.0,0.0,0.0
204,1-014,05/26/2019 03:45:00 PM,0.0,0.0,0.0,0.0
205,1-014,05/26/2019 04:00:00 PM,0.0,0.0,0.0,0.0
206,1-014,05/26/2019 04:15:00 PM,0.0,0.0,0.0,0.0
207,1-014,05/26/2019 04:30:00 PM,0.0,0.0,0.0,0.0
208,1-014,05/26/2019 04:45:00 PM,0.0,0.0,0.0,0.0
209,1-014,05/26/2019 05:00:00 PM,0.0,0.0,0.0,0.0
210,1-014,05/26/2019 05:15:00 PM,0.0,0.0,0.0,0.0
211,1-014,05/26/2019 05:30:00 PM,0.0,0.0,0.0,0.0
212,1-014,05/26/2019 05:45:00 PM,0.0,0.0,0.0,0.0
213,1-014,05/26/2019 06:00:00 PM,0.0,0.0,0.0,0.0
214,1-014,05/26/2019 06:15:00 PM,0.0,0.0,0.0,0.0
215,1-014,05/26/2019 06:30:00 PM,0.0,0.0,0.0,0.0
216,1-014,05/26/2019 06:45:00 PM,0.0,0.0,0.0,0.0
217,1-014,05/26/2019 07:00:00 PM,0.0,0.0,0.0,0.0
218,1-014,05/26/2019 07:15:00 PM,0.0,0.0,0.0,0.0
219,1-014,05/26/2019 07:30:00 PM,0.0,0.0,0.0,0.0
220,1-014,05/26/2019 07:45:00 PM,0.0,0.0,0.0,0.0
221,1-014,05/26/2019 08:00:00 PM,0.0,0.0,0.0,0.0
222,1-014,05/26/2019 08:15:00 PM,0.0,0.0,0.0,0.0
223,1-014,05/26/2019 08:30:00 PM,0.0,0.0,0.0,0.0
224,1-014,05/26/2019 08:45:00 PM,0.0,0.0,0.0,0.0
225,1-014,05/26/2019 09:00:00 PM,0.0,0.0,0.0,0.0
226,1-014,05/26/2019 09:15:00 PM,0.0,0.0,0.0,0.0
227,1-014,05/26/2019 09:30:00 PM,0.0,0.0,0.0,0.0
228,1-014,05/26/2019 09:45:00 PM,0.0,0.0,0.0,0.0
229,1-014,05/26/2019 10:00:00 PM,0.0,0.0,0.0,0.0
230,1-014,05/26/2019 10:15:00 PM,0.0,0.0,0.0,0.0
231,1-014,05/26/2019 10:30:00 PM,0.0,0.0,0.0,0.0
232,1-014,05/26/2019 10:45:00 PM,0.0,0.0,0.0,0.0
233,1-014,05/26/2019 11:00:00 PM,0.0,0.0,0.0,0.0
234,1-014,05/26/2019 11:15:00 PM,0.0,0.0,0.0,0.0
235,1-014,05/26/2019 11:30:00 PM,0.0,0.0,0.0,0.0
236,1-014,05/26/2019 11:45:00 PM,0.0,0.0,0.0,0.0
237,1-014,05/27/2019 12:00:00 AM,0.0,0.0,0.0,0.0
238,1-014,05/27/2019 12:15:00 AM,0.0,0.0,0.0,0.0
239,1-014,05/27/2019 12:30:00 AM,0.0,0.0,0.0,0.0
240,1-014,05/27/2019 12:45:00 AM,0.0,0.0,0.0,0.0
241,1-014,05/27/2019 01:00:00 AM,0.0,0.0,0.0,0.0
242,1-014,05/27/2019 01:15:00 AM,0.0,0.0,0.0,0.0
243,1-014,05/27/2019 01:30:00 AM,0.0,0.0,0.0,0.0
244,1-014,05/27/2019 01:45:00 AM,0.0,0.0,0.0,0.0
245,1-014,05/27/2019 02:00:00 AM,0.0,0.0,0.0,0.0
246,1-014,05/27/2019 02:15:00 AM,0.0,0.0,0.0,0.0
247,1-014,05/27/2019 02:30:00 AM,0.0,0.0,0.0,0.0
248,1-014,05/27/2019 02:45:00 AM,0.0,0.0,0.0,0.0
249,1-014,05/27/2019 03:00:00 AM,0.0,0.0,0.0,0.0
250,1-014,05/27/2019 03:15:00 AM,0.0,0.0,0.0,0.0
251,1-014,05/27/2019 03:30:00 AM,0.0,0.0,0.0,0.0
252,1-014,05/27/2019 03:45:00 AM,0.0,0.0,0.0,0.0
253,1-014,05/27/2019 04:00:00 AM,0.0,0.0,0.0,0.0
254,1-014,05/27/2019 04:15:00 AM,0.0,0.0,0.0,0.0
255,1-014,05/27/2019 04:30:00 AM,0.0,0.0,0.0,0.0
256,1-014,05/27/2019 04:45:00 AM,0.0,0.0,0.0,0.0
257,1-014,05/27/2019 05:00:00 AM,0.0,0.0,0.0,0.0
258,1-014,05/27/2019 05:15:00 AM,0.0,0.0,0.0,0.0
259,1-014,05/27/2019 05:30:00 AM,0.0,0.0,0.0,0.0
260,1-014,05/27/2019 05:45:00 AM,0.0,0.0,0.0,0.0
261,1-014,05/27/2019 06:00:00 AM,0.0,0.0,0.0,0.0
262,1-014,05/27/2019 06:15:00 AM,0.0,0.0,0.0,0.0
263,1-014,05/27/2019 06:30:00 AM,0.0,0.0,0.0,0.0
264,1-014,05/27/2019 06:45:00 AM,0.0,0.0,0.0,0.0
265,1-014,05/27/2019 07:00:00 AM,0.0,0.0,0.0,0.0
266,1-014,05/27/2019 07:15:00 AM,0.0,0.0,0.0,0.0
267,1-014,05/27/2019 07:30:00 AM,0.0,0.0,0.0,0.0
268,1-014,05/27/2019 07:45:00 AM,0.0,0.0,0.0,0.0
269,1-014,05/27/2019 08:00:00 AM,0.0,0.0,0.0,0.0
270,1-014,05/27/2019 08:15:00 AM,0.0,0.0,0.0,0.0
271,1-014,05/27/2019 08:30:00 AM,0.0,0.0,0.0,0.0
272,1-014,05/27/2019 08:45:00 AM,0.0,0.0,0.0,0.0
273,1-014,05/27/2019 09:00:00 AM,0.0,0.0,0.0,0.0
274,1-014,05/27/2019 09:15:00 AM,0.0,0.0,0.0,0.0
275,1-014,05/27/2019 09:30:00 AM,0.0,0.0,0.0,0.0
276,1-014,05/27/2019 09:45:00 AM,0.0,0.0,0.0,0.0
277,1-014,05/27/2019 10:00:00 AM,0.0,0.0,0.0,0.0
278,1-014,05/27/2019 10:15:00 AM,0.0,0.0,0.0,0.0
279,1-014,05/27/2019 10:30:00 AM,0.0,0.0,0.0,0.0
280,1-014,05/27/2019 10:45:00 AM,0.0,0.0,0.0,0.0
281,1-014,05/27/2019 11:00:00 AM,0.0,0.0,0.0,0.0
282,1-014,05/27/2019 11:15:00 AM,0.0,0.0,0.0,0.0
283,1-014,05/27/2019 11:30:00 AM,0.0,0.0,0.0,0.0
284,1-014,05/27/2019 11:45:00 AM,0.0,0.0,0.0,0.0
285,1-014,05/27/2019 12:00:00 PM,0.0,0.0,0.0,0.0
286,1-014,05/27/2019 12:15:00 PM,0.0,0.0,0.0,0.0
287,1-014,05/27/2019 12:30:00 PM,0.0,0.0,0.0,0.0
288,1-014,05/27/2019 12:45:00 PM,0.0,0.0,0.0,0.0
289,1-014,05/27/2019 01:00:00 PM,0.0,0.0,0.0,0.0
290,1-014,05/27/2019 01:15:00 PM,0.0,0.0,0.0,0.0
291,1-014,05/27/2019 01:30:00 PM,0.0,0.0,0.0,0.0
292,1-014,05/27/2019 01:45:00 PM,0.0,0.0,0.0,0.0
293,1-014,05/27/2019 02:00:00 PM,0.0,0.0,0.0,0.0
294,1-014,05/27/2019 02:15:00 PM,0.0,0.0,0.0,0.0
295,1-014,05/27/2019 02:30:00 PM,0.0,0.0,0.0,0.0
296,1-014,05/27/2019 02:45:00 PM,0.0,0.0,0.0,0.0
297,1-014,05/27/2019 03:00:00 PM,0.0,0.0,0.0,0.0
298,1-014,05/27/2019 03:15:00 PM,0.0,0.0,0.0,0.0
299,1-014,05/27/2019 03:30:00 PM,0.0,0.0,0.0,0.0
300,1-014,05/27/2019 03:45:00 PM,0.0,0.0,0.0,0.0
301,1-014,05/27/2019 04:00:00 PM,0.0,0.0,0.0,0.0
302,1-014,05/27/2019 04:15:00 PM,0.0,0.0,0.0,0.0
303,1-014,05/27/2019 04:30:00 PM,0.0,0.0,0.0,0.0
304,1-014,05/27/2019 04:45:00 PM,0.0,0.0,0.0,0.0
305,1-014,05/27/2019 05:00:00 PM,0.0,0.0,0.0,0.0
306,1-014,05/27/2019 05:15:00 PM,0.0,0.0,0.0,0.0
307,1-014,05/27/2019 05:30:00 PM,0.0,0.0,0.0,0.0
308,1-014,05/27/2019 05:45:00 PM,0.0,0.0,0.0,0.0
309,1-014,05/27/2019 06:00:00 PM,0.0,0.0,0.0,0.0
310,1-014,05/27/2019 06:15:00 PM,0.0,0.0,0.0,0.0
311,1-014,05/27/2019 06:30:00 PM,0.0,0.0,0.0,0.0
312,1-014,05/27/2019 06:45:00 PM,0.0,0.0,0.0,0.0
313,1-014,05/27/2019 07:00:00 PM,0.0,0.0,0.0,0.0
314,1-014,05/27/2019 07:15:00 PM,0.0,0.0,0.0,0.0
315,1-014,05/27/2019 07:30:00 PM,0.0,0.0,0.0,0.0
316,1-014,05/27/2019 07:45:00 PM,0.0,0.0,0.0,0.0
317,1-014,05/27/2019 08:00:00 PM,0.0,0.0,0.0,0.0
318,1-014,05/27/2019 08:15:00 PM,0.0,0.0,0.0,0.0
319,1-014,05/27/2019 08:30:00 PM,0.0,0.0,0.0,0.0
320,1-014,05/27/2019 08:45:00 PM,0.0,0.0,0.0,0.0
321,1-014,05/27/2019 09:00:00 PM,0.0,0.0,0.0,0.0
322,1-014,05/27/2019 09:15:00 PM,0.0,0.0,0.0,0.0
323,1-014,05/27/2019 09:30:00 PM,0.0,0.0,0.0,0.0
324,1-014,05/27/2019 09:45:00 PM,0.0,0.0,0.0,0.0
325,1-014,05/27/2019 10:00:00 PM,0.0,0.0,0.0,0.0
326,1-014,05/27/2019 10:15:00 PM,0.0,0.0,0.0,0.0
327,1-014,05/27/2019 10:30:00 PM,0.0,0.0,0.0,0.0
328,1-014,05/27/2019 10:45:00 PM,0.0,0.0,0.0,0.0
329,1-014,05/27/2019 11:00:00 PM,0.0,0.0,0.0,0.0
330,1-014,05/27/2019 11:15:00 PM,0.0,0.0,0.0,0.0
331,1-014,05/27/2019 11:30:00 PM,0.0,0.0,0.0,0.0
332,1-014,05/27/2019 11:45:00 PM,0.0,0.0,0.0,0.0
333,1-014,05/28/2019 12:00:00 AM,0.0,0.0,0.0,0.0
334,1-014,05/28/2019 12:15:00 AM,0.0,0.0,0.0,0.0
335,1-014,05/28/2019 12:30:00 AM,0.0,0.0,0.0,0.0
336,1-014,05/28/2019 12:45:00 AM,0.0,0.0,0.0,0.0
337,1-014,05/28/2019 01:00:00 AM,0.0,0.0,0.0,0.0
338,1-014,05/28/2019 01:15:00 AM,0.0,0.0,0.0,0.0
339,1-014,05/28/2019 01:30:00 AM,0.0,0.0,0.0,0.0
340,1-014,05/28/2019 01:45:00 AM,0.0,0.0,0.0,0.0
341,1-014,05/28/2019 02:00:00 AM,0.0,0.0,0.0,0.0
342,1-014,05/28/2019 02:15:00 AM,0.0,0.0,0.0,0.0
343,1-014,05/28/2019 02:30:00 AM,0.0,0.0,0.0,0.0
344,1-014,05/28/2019 02:45:00 AM,0.0,0.0,0.0,0.0
345,1-014,05/28/2019 03:00:00 AM,0.0,0.0,0.0,0.0
346,1-014,05/28/2019 03:15:00 AM,0.0,0.0,0.0,0.0
347,1-014,05/28/2019 03:30:00 AM,0.0,0.0,0.0,0.0
348,1-014,05/28/2019 03:45:00 AM,0.0,0.0,0.0,0.0
349,1-014,05/28/2019 04:00:00 AM,0.0,0.0,0.0,0.0
350,1-014,05/28/2019 04:15:00 AM,0.0,0.0,0.0,0.0
351,1-014,05/28/2019 04:30:00 AM,0.0,0.0,0.0,0.0
352,1-014,05/28/2019 04:45:00 AM,0.0,0.0,0.0,0.0
353,1-014,05/28/2019 05:00:00 AM,0.0,0.0,0.0,0.0
354,1-014,05/28/2019 05:15:00 AM,0.0,0.0,0.0,0.0
355,1-014,05/28/2019 05:30:00 AM,0.0,0.0,0.0,0.0
356,1-014,05/28/2019 05:45:00 AM,0.0,0.0,0.0,0.0
357,1-014,05/28/2019 06:00:00 AM,0.0,0.0,0.0,0.0
358,1-014,05/28/2019 06:15:00 AM,0.0,0.0,0.0,0.0
359,1-014,05/28/2019 06:30:00 AM,0.0,0.0,0.0,0.0
360,1-014,05/28/2019 06:45:00 AM,0.0,0.0,0.0,0.0
361,1-014,05/28/2019 07:00:00 AM,0.0,0.0,0.0,0.0
362,1-014,05/28/2019 07:15:00 AM,0.0,0.0,0.0,0.0
363,1-014,05/28/2019 07:30:00 AM,0.0,0.0,0.0,0.0
364,1-014,05/28/2019 07:45:00 AM,0.0,0.0,0.0,0.0
365,1-014,05/28/2019 08:00:00 AM,0.0,0.0,0.0,0.0
