,date_time,consumption,max_demand,min_demand,avg_demand,temp,humidity
99,01/02/2018 01:00:00 AM,380,1520,1520,1520,15.0,55.0
100,01/02/2018 01:15:00 AM,380,1520,1520,1520,,
101,01/02/2018 01:30:00 AM,390,1540,1540,1540,,
102,01/02/2018 01:45:00 AM,390,1560,1560,1560,,
103,01/02/2018 02:00:00 AM,380,1540,1540,1540,15.2,53.3
104,01/02/2018 02:15:00 AM,400,1560,1560,1560,,
105,01/02/2018 02:30:00 AM,380,1560,1560,1560,,
106,01/02/2018 02:45:00 AM,390,1540,1540,1540,,
107,01/02/2018 03:00:00 AM,380,1540,1540,1540,14.4,54.8
108,01/02/2018 03:15:00 AM,380,1520,1520,1520,,
109,01/02/2018 03:30:00 AM,370,1500,1500,1500,,
110,01/02/2018 03:45:00 AM,380,1500,1500,1500,,
111,01/02/2018 04:00:00 AM,380,1520,1520,1520,13.9,56.7
112,01/02/2018 04:15:00 AM,380,1520,1520,1520,,
113,01/02/2018 04:30:00 AM,400,1560,1560,1560,,
114,01/02/2018 04:45:00 AM,410,1620,1620,1620,,
115,01/02/2018 05:00:00 AM,420,1660,1660,1660,13.4,58.0
116,01/02/2018 05:15:00 AM,420,1680,1680,1680,,
117,01/02/2018 05:30:00 AM,420,1680,1680,1680,,
118,01/02/2018 05:45:00 AM,410,1660,1660,1660,,
119,01/02/2018 06:00:00 AM,420,1660,1660,1660,13.0,58.9
120,01/02/2018 06:15:00 AM,440,1720,1720,1720,,
121,01/02/2018 06:30:00 AM,420,1720,1720,1720,,
122,01/02/2018 06:45:00 AM,440,1720,1720,1720,,
123,01/02/2018 07:00:00 AM,450,1780,1780,1780,13.0,60.3
124,01/02/2018 07:15:00 AM,470,1840,1840,1840,,
125,01/02/2018 07:30:00 AM,460,1860,1860,1860,,
126,01/02/2018 07:45:00 AM,480,1880,1880,1880,,
127,01/02/2018 08:00:00 AM,490,1940,1940,1940,14.1,60.4
128,01/02/2018 08:15:00 AM,510,2000,2000,2000,,
129,01/02/2018 08:30:00 AM,500,2020,2020,2020,,
130,01/02/2018 08:45:00 AM,530,2060,2060,2060,,
131,01/02/2018 09:00:00 AM,540,2140,2140,2140,15.5,57.3
132,01/02/2018 09:15:00 AM,560,2200,2200,2200,,
133,01/02/2018 09:30:00 AM,570,2260,2260,2260,,
134,01/02/2018 09:45:00 AM,570,2280,2280,2280,,
135,01/02/2018 10:00:00 AM,570,2280,2280,2280,17.5,54.8
136,01/02/2018 10:15:00 AM,580,2300,2300,2300,,
137,01/02/2018 10:30:00 AM,580,2320,2320,2320,,
138,01/02/2018 10:45:00 AM,600,2360,2360,2360,,
139,01/02/2018 11:00:00 AM,580,2360,2360,2360,19.8,50.7
140,01/02/2018 11:15:00 AM,590,2340,2340,2340,,
141,01/02/2018 11:30:00 AM,590,2360,2360,2360,,
142,01/02/2018 11:45:00 AM,600,2380,2380,2380,,
143,01/02/2018 12:00:00 PM,600,2400,2400,2400,22.4,48.2
144,01/02/2018 12:15:00 PM,590,2380,2380,2380,,
145,01/02/2018 12:30:00 PM,600,2380,2380,2380,,
146,01/02/2018 12:45:00 PM,600,2400,2400,2400,,
147,01/02/2018 01:00:00 PM,590,2380,2380,2380,24.2,46.7
148,01/02/2018 01:15:00 PM,600,2380,2380,2380,,
149,01/02/2018 01:30:00 PM,600,2400,2400,2400,,
150,01/02/2018 01:45:00 PM,590,2380,2380,2380,,
151,01/02/2018 02:00:00 PM,600,2380,2380,2380,25.4,44.1
152,01/02/2018 02:15:00 PM,600,2400,2400,2400,,
153,01/02/2018 02:30:00 PM,600,2400,2400,2400,,
154,01/02/2018 02:45:00 PM,600,2400,2400,2400,,
155,01/02/2018 03:00:00 PM,590,2380,2380,2380,26.5,42.4
156,01/02/2018 03:15:00 PM,600,2380,2380,2380,,
157,01/02/2018 03:30:00 PM,590,2380,2380,2380,,
158,01/02/2018 03:45:00 PM,590,2360,2360,2360,,
159,01/02/2018 04:00:00 PM,600,2380,2380,2380,25.2,45.5
160,01/02/2018 04:15:00 PM,580,2360,2360,2360,,
161,01/02/2018 04:30:00 PM,600,2360,2360,2360,,
162,01/02/2018 04:45:00 PM,580,2360,2360,2360,,
163,01/02/2018 05:00:00 PM,580,2320,2320,2320,24.3,47.5
164,01/02/2018 05:15:00 PM,580,2320,2320,2320,,
165,01/02/2018 05:30:00 PM,580,2320,2320,2320,,
166,01/02/2018 05:45:00 PM,580,2320,2320,2320,,
167,01/02/2018 06:00:00 PM,560,2280,2280,2280,23.8,47.6
168,01/02/2018 06:15:00 PM,560,2240,2240,2240,,
169,01/02/2018 06:30:00 PM,550,2220,2220,2220,,
170,01/02/2018 06:45:00 PM,540,2180,2180,2180,,
171,01/02/2018 07:00:00 PM,520,2120,2120,2120,23.3,48.3
172,01/02/2018 07:15:00 PM,520,2080,2080,2080,,
173,01/02/2018 07:30:00 PM,510,2060,2060,2060,,
174,01/02/2018 07:45:00 PM,520,2060,2060,2060,,
175,01/02/2018 08:00:00 PM,500,2040,2040,2040,21.8,48.4
176,01/02/2018 08:15:00 PM,440,1880,1880,1880,,
177,01/02/2018 08:30:00 PM,440,1760,1760,1760,,
178,01/02/2018 08:45:00 PM,420,1720,1720,1720,,
179,01/02/2018 09:00:00 PM,420,1680,1680,1680,20.4,51.3
180,01/02/2018 09:15:00 PM,420,1680,1680,1680,,
181,01/02/2018 09:30:00 PM,410,1660,1660,1660,,
182,01/02/2018 09:45:00 PM,420,1660,1660,1660,,
183,01/02/2018 10:00:00 PM,400,1640,1640,1640,19.7,51.0
184,01/02/2018 10:15:00 PM,410,1620,1620,1620,,
185,01/02/2018 10:30:00 PM,400,1620,1620,1620,,
186,01/02/2018 10:45:00 PM,410,1620,1620,1620,,
187,01/02/2018 11:00:00 PM,400,1620,1620,1620,19.3,50.0
188,01/02/2018 11:15:00 PM,410,1620,1620,1620,,
189,01/02/2018 11:30:00 PM,390,1600,1600,1600,,
190,01/02/2018 11:45:00 PM,390,1560,1560,1560,,
191,01/03/2018 12:00:00 AM,390,1560,1560,1560,18.9,48.5
192,01/03/2018 12:15:00 AM,390,1560,1560,1560,,
193,01/03/2018 12:30:00 AM,360,1500,1500,1500,,
194,01/03/2018 12:45:00 AM,360,1440,1440,1440,,
195,01/03/2018 01:00:00 AM,360,1440,1440,1440,18.4,50.8
196,01/03/2018 01:15:00 AM,360,1440,1440,1440,,
197,01/03/2018 01:30:00 AM,340,1400,1400,1400,,
198,01/03/2018 01:45:00 AM,360,1400,1400,1400,,
199,01/03/2018 02:00:00 AM,360,1440,1440,1440,18.2,50.3
200,01/03/2018 02:15:00 AM,340,1400,1400,1400,,
201,01/03/2018 02:30:00 AM,360,1400,1400,1400,,
202,01/03/2018 02:45:00 AM,340,1400,1400,1400,,
203,01/03/2018 03:00:00 AM,360,1400,1400,1400,17.1,52.4
204,01/03/2018 03:15:00 AM,360,1440,1440,1440,,
205,01/03/2018 03:30:00 AM,350,1420,1420,1420,,
206,01/03/2018 03:45:00 AM,350,1400,1400,1400,,
207,01/03/2018 04:00:00 AM,360,1420,1420,1420,16.8,52.4
208,01/03/2018 04:15:00 AM,360,1440,1440,1440,,
209,01/03/2018 04:30:00 AM,400,1520,1520,1520,,
210,01/03/2018 04:45:00 AM,420,1640,1640,1640,,
211,01/03/2018 05:00:00 AM,400,1640,1640,1640,16.6,51.1
212,01/03/2018 05:15:00 AM,420,1640,1640,1640,,
213,01/03/2018 05:30:00 AM,420,1680,1680,1680,,
214,01/03/2018 05:45:00 AM,400,1640,1640,1640,,
215,01/03/2018 06:00:00 AM,420,1640,1640,1640,16.6,50.2
216,01/03/2018 06:15:00 AM,430,1700,1700,1700,,
217,01/03/2018 06:30:00 AM,430,1720,1720,1720,,
218,01/03/2018 06:45:00 AM,440,1740,1740,1740,,
219,01/03/2018 07:00:00 AM,440,1760,1760,1760,16.6,50.5
220,01/03/2018 07:15:00 AM,440,1760,1760,1760,,
221,01/03/2018 07:30:00 AM,480,1840,1840,1840,,
222,01/03/2018 07:45:00 AM,480,1920,1920,1920,,
223,01/03/2018 08:00:00 AM,480,1920,1920,1920,17.5,49.2
224,01/03/2018 08:15:00 AM,500,1960,1960,1960,,
225,01/03/2018 08:30:00 AM,520,2040,2040,2040,,
226,01/03/2018 08:45:00 AM,520,2080,2080,2080,,
227,01/03/2018 09:00:00 AM,550,2140,2140,2140,19.1,46.0
228,01/03/2018 09:15:00 AM,560,2220,2220,2220,,
229,01/03/2018 09:30:00 AM,580,2280,2280,2280,,
230,01/03/2018 09:45:00 AM,580,2320,2320,2320,,
231,01/03/2018 10:00:00 AM,590,2340,2340,2340,20.9,41.3
232,01/03/2018 10:15:00 AM,600,2380,2380,2380,,
233,01/03/2018 10:30:00 AM,600,2400,2400,2400,,
234,01/03/2018 10:45:00 AM,600,2400,2400,2400,,
235,01/03/2018 11:00:00 AM,600,2400,2400,2400,23.3,39.0
236,01/03/2018 11:15:00 AM,600,2400,2400,2400,,
237,01/03/2018 11:30:00 AM,610,2420,2420,2420,,
238,01/03/2018 11:45:00 AM,610,2440,2440,2440,,
239,01/03/2018 12:00:00 PM,600,2420,2420,2420,25.8,35.8
240,01/03/2018 12:15:00 PM,620,2440,2440,2440,,
241,01/03/2018 12:30:00 PM,610,2460,2460,2460,,
242,01/03/2018 12:45:00 PM,610,2440,2440,2440,,
243,01/03/2018 01:00:00 PM,620,2460,2460,2460,27.4,33.6
244,01/03/2018 01:15:00 PM,600,2440,2440,2440,,
245,01/03/2018 01:30:00 PM,610,2420,2420,2420,,
246,01/03/2018 01:45:00 PM,610,2440,2440,2440,,
247,01/03/2018 02:00:00 PM,600,2420,2420,2420,29.4,29.8
248,01/03/2018 02:15:00 PM,610,2420,2420,2420,,
249,01/03/2018 02:30:00 PM,610,2440,2440,2440,,
250,01/03/2018 02:45:00 PM,600,2420,2420,2420,,
251,01/03/2018 03:00:00 PM,620,2440,2440,2440,30.3,31.1
252,01/03/2018 03:15:00 PM,600,2440,2440,2440,,
253,01/03/2018 03:30:00 PM,600,2400,2400,2400,,
254,01/03/2018 03:45:00 PM,610,2420,2420,2420,,
255,01/03/2018 04:00:00 PM,610,2440,2440,2440,29.9,30.9
256,01/03/2018 04:15:00 PM,600,2420,2420,2420,,
257,01/03/2018 04:30:00 PM,580,2360,2360,2360,,
258,01/03/2018 04:45:00 PM,600,2360,2360,2360,,
259,01/03/2018 05:00:00 PM,600,2400,2400,2400,27.6,40.1
260,01/03/2018 05:15:00 PM,600,2400,2400,2400,,
261,01/03/2018 05:30:00 PM,590,2380,2380,2380,,
262,01/03/2018 05:45:00 PM,580,2340,2340,2340,,
263,01/03/2018 06:00:00 PM,570,2300,2300,2300,26.7,44.1
264,01/03/2018 06:15:00 PM,570,2280,2280,2280,,
265,01/03/2018 06:30:00 PM,560,2260,2260,2260,,
266,01/03/2018 06:45:00 PM,550,2220,2220,2220,,
267,01/03/2018 07:00:00 PM,550,2200,2200,2200,27.0,43.0
268,01/03/2018 07:15:00 PM,530,2160,2160,2160,,
269,01/03/2018 07:30:00 PM,510,2080,2080,2080,,
270,01/03/2018 07:45:00 PM,510,2040,2040,2040,,
271,01/03/2018 08:00:00 PM,500,2020,2020,2020,27.6,41.0
272,01/03/2018 08:15:00 PM,440,1880,1880,1880,,
273,01/03/2018 08:30:00 PM,450,1780,1780,1780,,
274,01/03/2018 08:45:00 PM,430,1760,1760,1760,,
275,01/03/2018 09:00:00 PM,430,1720,1720,1720,28.5,49.0
276,01/03/2018 09:15:00 PM,420,1700,1700,1700,,
277,01/03/2018 09:30:00 PM,410,1660,1660,1660,,
278,01/03/2018 09:45:00 PM,400,1620,1620,1620,,
279,01/03/2018 10:00:00 PM,410,1620,1620,1620,28.1,52.3
280,01/03/2018 10:15:00 PM,400,1620,1620,1620,,
281,01/03/2018 10:30:00 PM,400,1600,1600,1600,,
282,01/03/2018 10:45:00 PM,400,1600,1600,1600,,
283,01/03/2018 11:00:00 PM,390,1580,1580,1580,28.5,51.8
284,01/03/2018 11:15:00 PM,340,1460,1460,1460,,
285,01/03/2018 11:30:00 PM,360,1400,1400,1400,,
286,01/03/2018 11:45:00 PM,330,1380,1380,1380,,
287,01/04/2018 12:00:00 AM,340,1340,1340,1340,28.5,49.0
288,01/04/2018 12:15:00 AM,330,1340,1340,1340,,
289,01/04/2018 12:30:00 AM,320,1300,1300,1300,,
290,01/04/2018 12:45:00 AM,300,1240,1240,1240,,
291,01/04/2018 01:00:00 AM,350,1300,1300,1300,28.1,44.3
292,01/04/2018 01:15:00 AM,350,1400,1400,1400,,
293,01/04/2018 01:30:00 AM,350,1400,1400,1400,,
294,01/04/2018 01:45:00 AM,350,1400,1400,1400,,
295,01/04/2018 02:00:00 AM,340,1380,1380,1380,28.5,47.5
296,01/04/2018 02:15:00 AM,350,1380,1380,1380,,
297,01/04/2018 02:30:00 AM,350,1400,1400,1400,,
298,01/04/2018 02:45:00 AM,340,1380,1380,1380,,
299,01/04/2018 03:00:00 AM,360,1400,1400,1400,28.3,41.0
300,01/04/2018 03:15:00 AM,340,1400,1400,1400,,
301,01/04/2018 03:30:00 AM,340,1360,1360,1360,,
302,01/04/2018 03:45:00 AM,350,1380,1380,1380,,
303,01/04/2018 04:00:00 AM,350,1400,1400,1400,27.8,43.4
304,01/04/2018 04:15:00 AM,360,1420,1420,1420,,
305,01/04/2018 04:30:00 AM,400,1520,1520,1520,,
306,01/04/2018 04:45:00 AM,400,1600,1600,1600,,
307,01/04/2018 05:00:00 AM,420,1640,1640,1640,26.7,55.2
308,01/04/2018 05:15:00 AM,400,1640,1640,1640,,
309,01/04/2018 05:30:00 AM,410,1620,1620,1620,,
310,01/04/2018 05:45:00 AM,410,1640,1640,1640,,
311,01/04/2018 06:00:00 AM,420,1660,1660,1660,24.9,75.1
312,01/04/2018 06:15:00 AM,410,1660,1660,1660,,
313,01/04/2018 06:30:00 AM,430,1680,1680,1680,,
314,01/04/2018 06:45:00 AM,430,1720,1720,1720,,
315,01/04/2018 07:00:00 AM,430,1720,1720,1720,23.8,84.4
316,01/04/2018 07:15:00 AM,460,1780,1780,1780,,
317,01/04/2018 07:30:00 AM,450,1820,1820,1820,,
318,01/04/2018 07:45:00 AM,470,1840,1840,1840,,
319,01/04/2018 08:00:00 AM,470,1880,1880,1880,23.3,88.1
320,01/04/2018 08:15:00 AM,470,1880,1880,1880,,
321,01/04/2018 08:30:00 AM,500,1940,1940,1940,,
322,01/04/2018 08:45:00 AM,480,1960,1960,1960,,
323,01/04/2018 09:00:00 AM,510,1980,1980,1980,21.8,89.3
324,01/04/2018 09:15:00 AM,530,2080,2080,2080,,
325,01/04/2018 09:30:00 AM,520,2100,2100,2100,,
326,01/04/2018 09:45:00 AM,540,2120,2120,2120,,
327,01/04/2018 10:00:00 AM,550,2180,2180,2180,22.5,90.1
328,01/04/2018 10:15:00 AM,550,2200,2200,2200,,
329,01/04/2018 10:30:00 AM,560,2220,2220,2220,,
330,01/04/2018 10:45:00 AM,550,2220,2220,2220,,
331,01/04/2018 11:00:00 AM,550,2200,2200,2200,22.9,92.6
332,01/04/2018 11:15:00 AM,560,2220,2220,2220,,
333,01/04/2018 11:30:00 AM,560,2240,2240,2240,,
334,01/04/2018 11:45:00 AM,560,2240,2240,2240,,
335,01/04/2018 12:00:00 PM,560,2240,2240,2240,22.9,92.7
336,01/04/2018 12:15:00 PM,560,2240,2240,2240,,
337,01/04/2018 12:30:00 PM,560,2240,2240,2240,,
338,01/04/2018 12:45:00 PM,560,2240,2240,2240,,
339,01/04/2018 01:00:00 PM,560,2240,2240,2240,23.4,91.1
340,01/04/2018 01:15:00 PM,560,2240,2240,2240,,
341,01/04/2018 01:30:00 PM,560,2240,2240,2240,,
342,01/04/2018 01:45:00 PM,560,2240,2240,2240,,
343,01/04/2018 02:00:00 PM,560,2240,2240,2240,22.7,89.6
344,01/04/2018 02:15:00 PM,560,2240,2240,2240,,
345,01/04/2018 02:30:00 PM,550,2220,2220,2220,,
346,01/04/2018 02:45:00 PM,550,2200,2200,2200,,
347,01/04/2018 03:00:00 PM,550,2200,2200,2200,23.4,82.0
348,01/04/2018 03:15:00 PM,540,2180,2180,2180,,
349,01/04/2018 03:30:00 PM,550,2180,2180,2180,,
350,01/04/2018 03:45:00 PM,540,2180,2180,2180,,
351,01/04/2018 04:00:00 PM,540,2160,2160,2160,23.4,78.1
352,01/04/2018 04:15:00 PM,530,2140,2140,2140,,
353,01/04/2018 04:30:00 PM,540,2140,2140,2140,,
354,01/04/2018 04:45:00 PM,530,2140,2140,2140,,
355,01/04/2018 05:00:00 PM,540,2140,2140,2140,24.0,72.3
356,01/04/2018 05:15:00 PM,540,2160,2160,2160,,
357,01/04/2018 05:30:00 PM,520,2120,2120,2120,,
358,01/04/2018 05:45:00 PM,540,2120,2120,2120,,
359,01/04/2018 06:00:00 PM,520,2120,2120,2120,24.3,65.2
360,01/04/2018 06:15:00 PM,520,2080,2080,2080,,
361,01/04/2018 06:30:00 PM,520,2080,2080,2080,,
362,01/04/2018 06:45:00 PM,520,2080,2080,2080,,
363,01/04/2018 07:00:00 PM,500,2040,2040,2040,24.5,62.8
364,01/04/2018 07:15:00 PM,510,2020,2020,2020,,
365,01/04/2018 07:30:00 PM,500,2020,2020,2020,,
366,01/04/2018 07:45:00 PM,490,1980,1980,1980,,
367,01/04/2018 08:00:00 PM,480,1940,1940,1940,23.3,58.1
368,01/04/2018 08:15:00 PM,420,1800,1800,1800,,
369,01/04/2018 08:30:00 PM,410,1660,1660,1660,,
370,01/04/2018 08:45:00 PM,420,1660,1660,1660,,
371,01/04/2018 09:00:00 PM,410,1660,1660,1660,21.8,56.6
372,01/04/2018 09:15:00 PM,420,1660,1660,1660,,
373,01/04/2018 09:30:00 PM,400,1640,1640,1640,,
374,01/04/2018 09:45:00 PM,400,1600,1600,1600,,
375,01/04/2018 10:00:00 PM,400,1600,1600,1600,20.7,56.0
376,01/04/2018 10:15:00 PM,390,1580,1580,1580,,
377,01/04/2018 10:30:00 PM,390,1560,1560,1560,,
378,01/04/2018 10:45:00 PM,400,1580,1580,1580,,
379,01/04/2018 11:00:00 PM,420,1640,1640,1640,19.8,55.2
380,01/04/2018 11:15:00 PM,420,1680,1680,1680,,
381,01/04/2018 11:30:00 PM,430,1700,1700,1700,,
382,01/04/2018 11:45:00 PM,430,1720,1720,1720,,
383,01/05/2018 12:00:00 AM,410,1680,1680,1680,18.6,53.9
384,01/05/2018 12:15:00 AM,410,1640,1640,1640,,
385,01/05/2018 12:30:00 AM,400,1620,1620,1620,,
386,01/05/2018 12:45:00 AM,380,1560,1560,1560,,
387,01/05/2018 01:00:00 AM,390,1540,1540,1540,16.8,53.9
388,01/05/2018 01:15:00 AM,390,1560,1560,1560,,
389,01/05/2018 01:30:00 AM,390,1560,1560,1560,,
390,01/05/2018 01:45:00 AM,390,1560,1560,1560,,
391,01/05/2018 02:00:00 AM,400,1580,1580,1580,14.8,56.0
392,01/05/2018 02:15:00 AM,380,1560,1560,1560,,
393,01/05/2018 02:30:00 AM,400,1560,1560,1560,,
394,01/05/2018 02:45:00 AM,420,1640,1640,1640,,
395,01/05/2018 03:00:00 AM,420,1680,1680,1680,13.7,53.8
396,01/05/2018 03:15:00 AM,420,1680,1680,1680,,
397,01/05/2018 03:30:00 AM,410,1660,1660,1660,,
398,01/05/2018 03:45:00 AM,410,1640,1640,1640,,
399,01/05/2018 04:00:00 AM,430,1680,1680,1680,12.6,52.9
400,01/05/2018 04:15:00 AM,420,1700,1700,1700,,
401,01/05/2018 04:30:00 AM,410,1660,1660,1660,,
402,01/05/2018 04:45:00 AM,420,1660,1660,1660,,
403,01/05/2018 05:00:00 AM,420,1680,1680,1680,11.4,52.7
404,01/05/2018 05:15:00 AM,420,1680,1680,1680,,
405,01/05/2018 05:30:00 AM,420,1680,1680,1680,,
406,01/05/2018 05:45:00 AM,430,1700,1700,1700,,
407,01/05/2018 06:00:00 AM,430,1720,1720,1720,0.0,0.0
408,01/05/2018 06:15:00 AM,440,1740,1740,1740,,
409,01/05/2018 06:30:00 AM,430,1740,1740,1740,,
410,01/05/2018 06:45:00 AM,430,1720,1720,1720,,
411,01/05/2018 07:00:00 AM,450,1760,1760,1760,9.9,51.9
412,01/05/2018 07:15:00 AM,450,1800,1800,1800,,
413,01/05/2018 07:30:00 AM,480,1860,1860,1860,,
414,01/05/2018 07:45:00 AM,460,1880,1880,1880,,
415,01/05/2018 08:00:00 AM,480,1880,1880,1880,9.8,51.9
416,01/05/2018 08:15:00 AM,490,1940,1940,1940,,
417,01/05/2018 08:30:00 AM,510,2000,2000,2000,,
418,01/05/2018 08:45:00 AM,520,2060,2060,2060,,
419,01/05/2018 09:00:00 AM,530,2100,2100,2100,10.8,50.3
420,01/05/2018 09:15:00 AM,550,2160,2160,2160,,
421,01/05/2018 09:30:00 AM,580,2260,2260,2260,,
422,01/05/2018 09:45:00 AM,580,2320,2320,2320,,
423,01/05/2018 10:00:00 AM,580,2320,2320,2320,12.1,47.4
424,01/05/2018 10:15:00 AM,600,2360,2360,2360,,
425,01/05/2018 10:30:00 AM,600,2400,2400,2400,,
426,01/05/2018 10:45:00 AM,600,2400,2400,2400,,
427,01/05/2018 11:00:00 AM,600,2400,2400,2400,13.2,44.6
